scorer,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK
bodyparts,body_center,body_center,body_left,body_left,body_right,body_right,eye_left,eye_left,eye_right,eye_right,neck_center,neck_center,snout,snout,tail_stem,tail_stem,tail_tip,tail_tip
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/2019-03-13 15-20-38/img0391.png,532.1282140141922,309.61733940393714,527.7141094800473,301.4860942094599,539.4463346892217,316.47081749642507,566.744086413538,295.0972586995136,569.1834599718811,299.97600581619986,555.2441824956345,301.1376122725538,574.7591709623797,295.0972586995136,526.087860441152,338.07669758460736,586.7237174628248,355.38463378428025
labeled-data/2019-03-13 15-20-38/img0517.png,553.0371302285621,340.6322317885859,549.5523108595004,330.17777368140094,555.5926644325407,353.17758151720784,564.3047128551948,311.7082310253741,570.5773877195057,311.47590973410337,566.6279257679025,323.90509881708994,567.5572109329856,305.4355561610631,527.2494668975058,343.07160534692906,,
labeled-data/2019-03-13 15-20-38/img0567.png,533.6383024074522,317.74858459841437,527.1333062518704,325.6475085016208,541.072583728117,310.54662456902025,505.5274261636881,301.60225485509534,509.70920940656214,297.5366322578567,517.2596513728624,307.29412649122935,504.01733777042807,297.30431096658594,542.4665114757418,343.42008728383524,557.6835560539776,355.616955075551
labeled-data/2019-03-13 15-20-38/img0772.png,504.8304622898758,95.64943014355137,495.0729680565032,98.3211249931653,515.633402333967,92.97773529393743,493.9113616001493,69.74560616685969,500.7648396926372,67.88703583669349,501.57796421208496,82.17479524984628,493.7952009545139,58.013380957685456,507.5021571394898,124.57343090676314,532.8251778880044,185.3254485740714
labeled-data/2019-03-13 15-20-38/img1020.png,744.7654507028191,106.70572485296233,751.992302299135,116.41343595249123,737.2150087365188,102.49905004316648,717.799586537461,130.54354877513885,712.6221406177123,125.6896932253744,728.26234183362,116.6291628658141,708.6311927212392,134.85808704159615,751.4529850158278,83.83867204073871,688.0292724989057,68.84565156479965
labeled-data/2019-03-13 15-20-38/img1162.png,771.6233852068619,136.7126539780824,781.4555541410002,137.04039294255367,761.3542309867621,138.89758040789087,762.5559405231568,177.89851717997257,758.0768413420493,174.8396201782407,766.5980544183025,166.42765342347798,756.6566391626739,184.01631118343636,761.7912162727238,108.09011774759107,697.3358865933731,93.7788496323454
labeled-data/2019-03-13 15-20-38/img1517.png,527.2080624678811,81.18213630148205,526.695756541551,95.21931868292548,526.0809894299549,69.09171644009282,499.74846481659023,90.81348771648703,497.59677992600405,85.6904284531865,513.2733412717037,84.25597185946236,494.62540555328974,89.37903112276288,557.8439568624182,80.97721393095003,624.0338825442609,95.01439631239346
labeled-data/2019-03-13 15-20-38/img1563.png,509.30741872193073,113.91575389863353,521.8997858547384,116.0868516801521,501.1658020412361,111.74465611711494,508.3304247202474,157.55481930715683,501.9256862647676,157.88048397438462,505.2908878261214,141.1630310566916,506.0507720496529,165.47932620969965,530.2585123135849,81.89206162123456,600.7106353238626,83.30327517922164
