scorer,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK
bodyparts,body_center,body_center,body_left,body_left,body_right,body_right,eye_left,eye_left,eye_right,eye_right,neck_center,neck_center,snout,snout,tail_stem,tail_stem,tail_tip,tail_tip
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/2019-03-13 15-40-22/img0318.png,591.7496438317568,78.98479556058449,593.5283700079747,91.88056033816456,588.3033618653345,67.42307541516786,566.6251365926784,110.3348444164257,560.288424589902,107.55558476608518,570.849611261196,95.88269423465492,560.5107653619292,114.89283024298418,621.4321368973937,74.98266166409411,693.0258654901659,79.76298826267983
labeled-data/2019-03-13 15-40-22/img0667.png,527.990662567164,338.16251126157044,517.8750063430822,330.4959086496348,541.1942559543864,342.84765730219783,519.1527734450715,305.8988919363413,524.370322444861,302.70447418136814,527.7777013834991,316.6534317114177,519.1527734450715,298.1258087325732,509.7824813638168,348.4911286693171,503.71308762936775,285.02869593718316
labeled-data/2019-03-13 15-40-22/img1078.png,640.5329431569417,172.32077337817532,645.7912866691864,163.32316336833418,633.054410161749,181.31838338801646,679.5615372256032,189.26432469540865,677.2244956646055,195.57433691010243,663.6696546108188,185.875614431962,685.754697362247,194.990076519853,612.2547402688695,146.84702036330043,556.3994469610245,129.90346904606707
labeled-data/2019-03-13 15-40-22/img1748.png,766.2965494367859,251.68032286847148,755.5102037706426,252.3994125795477,777.3705309873596,252.68704846397816,754.0720243484902,210.2607555104815,759.5371061526695,206.80912489731566,763.7078264769116,220.61564734997899,754.2158422907055,204.50803782187177,756.8045652505798,288.21008019114316,711.7895493372089,340.8474470419221
labeled-data/2019-03-13 15-40-22/img1837.png,763.6311647722447,93.066522130283,755.197072180218,101.79654779571405,772.3611904376758,87.29582719889638,723.8281663993472,76.93816962974091,724.7159656195605,69.98374240473652,740.2524519732938,76.64223655633646,717.761538394556,73.23900621218536,773.5449227312935,126.95085903509165,774.7286550249112,200.04632816598888
labeled-data/2019-03-13 15-40-22/img2202.png,537.1778840880324,192.85050114211134,547.0045215628547,188.37071052858943,528.7963403595076,199.2089136258199,566.6577965124993,206.5788917319366,563.9121183945342,212.64828546638563,551.0507840524874,204.70026986174997,571.8601339991699,213.65985108879383,528.9408497341373,159.75785435190102,541.6576747015544,88.51473265943952
labeled-data/2019-03-13 15-40-22/img2833.png,520.7500869017109,341.36904291244565,524.8406010658714,330.4209020613103,521.2313238622004,355.0842962863955,550.3461599718131,340.64718747171145,548.0602844094881,346.06110327721797,537.3527620385975,340.4065689914667,558.1662605797669,344.97832011611666,503.5458655642124,329.93966510082083,509.0800906098413,256.91195634654423
